,Unnamed: 0,Reviews,actionable_value
1336,1336,"Always great food!  Fresh oysters, awesome seafood salad and rib eye steak cooked perfectly as requested",0
1337,1337,"Old school steak and seafood house. Itâs a pleasure to eat here. Great service and fantastic  ambiance this is where the rat pack would eat! Best Cesar salad, made table side, in Los Angeles.  Highly recommended.",0
1338,1338,"Very nice meal at Dal Rae! Server Robert was vey attentive, and so was the Maitre de. Meals of Pepper  Filet Mignon and Sea Bass were both excellent .

And of course our old school cocktails- Rob Roy and Martini - were spot on , as befits the throwback steak house vibe at Dal Rae.
Itâs the Musso and Franks of East LA County!",0
1339,1339,Excellent service and food was amazing as always.  Dine LA menu was a great value!,1
1340,1340,Very good food and service.  We enjoyed the meal very much,1
1341,1341,We had our anniversary dinner there. Everyone was friendly and very attentive. Grest food and great service!,1
1342,1342,One of my favorite steakhouses. It never disappoints!,1
1343,1343,"We love Marcie who manages the front of the house.  She always makes us feel so important and remembers who we are.  Food is always amazing.  Our waitress (forgive me I forgot her name, but she also remembered us) was wonderful.  It was a busy night and we were a big party, so we understand any slower service.  We love this restaurant and will continue to be our go to for out of town guests.",0
1344,1344,"Great food, great service. Have been going a long time.",1
1345,1345,"The Dal Rae is an exceptional place to go for a special occasion! The service is impeccable every time. Food is reliably delicious. The experience is unparalleled. Javier was our server, Marcus was his excellent assistant, and we were greeted by Gabriel and Lorin during our dinner to check on everything. Old school dining. 109% top notch.",0
1346,1346,"Lunch here is the best!  Ask for Dawn and you'll have awesome service!  Ahi on toast with avocado is a tasty appetizer, but you really can't go wrong with anything on the menu.  Everything is delicious!",0
1347,1347,"Our 27th wedding anniversary, was made so special by all the staff.  Our server was Olivia and she was awesome.  As always, the food was delicious.  We will certainly be back.  Thank you all for a magical evening.",0
1348,1348,"Great service, best peppercorn filet mignon around.  Quiet, comfortable booths.  Ambiance is very nice.  Good choice of drinks.  Great place for couples, business meetings, or a date.",0
1349,1349,"Great food, great service, overall very pleased with our entire evening at Dal Rae!",1
1350,1350,"Promptly seated, servers were very attentive.  Only came when. Eeded.",1
1351,1351,"Wonderful evening with friends. As always, great food and service in Pico Rivera.",1
1352,1352,Swordfish was wonderful.  Osso Buco was tender and tasty.  Caesar Salad was prepared table side.  Staff was very attentive and professional.  Wonderful dining experience.,0
1353,1353,"For a nice dinner, excellent food, great ambiance, they are the top experience in Los Angeles. I recommend Dal Rae to everyone and am always thanked afterwards.",1
1354,1354,The whole staff made us feel welcome and valued.  Our server Branden was incredible and attentive.  Lauren was fantastic and told us great stories of the restaurant over the years.  Our food was delicious- everything from the appetizers to our sea bass and prime rib was impeccable.  Dessert was amazing too.  There is a resin the Dal Rae is one of our local favorites.,0
1355,1355,The sea bass is a must. And of course the table side Ceasar salad,0
1356,1356,Excellent like alwaysâ¦ the food and service was outstanding.  Ribeye cap plate was the best .,0
1357,1357,Always great service and food. Iâll keep going back.,1
1358,1358,I have never been disappointed at the DAL RAE. Always outstanding service and food and in a classic traditional setting. The Servers are especially excellent in creating a friendly and relaxed atmosphere.,0
1359,1359,So friendly and nice.  Always a great experience .  There is no restaurant that compares to Del Rae ..   staff are so knowledgeable on their menu and very professional but still makes you feel like family.,1
1360,1360,"SINCE I GREW UP IN PICO-RIVERA THE DAL RAE HAS ALWAYS BEEN OUR  CHASENS I WENT THERE FOR PROM WHEN I WAS A STUDENT AT MONTEBELLO HIGH AND HAVE ALWAYS REETURNED FOR SPECIAL OCCASSIONS AND MY 74TH BIRTHDAY WAS A GREAT DAY I ENJOYED ALL MY TIMES HERE VERY VERY MUCH,  I ALSO LEAERNED A DEAR FRIEND BY THE NAME OF ANDREW LANE SOTO WAS A BUTCHER HERE, HE WAS A DEAR FRIEND. MANY WONDERFUL MEMORIES, THANK YOU",1
1361,1361,Celebrated our wedding anniversary last night and enjoyed the best dining experience.  Our meal was outstanding.  The food never disappoints.  We were seated at the very first booth walking into the restaurant; wish we could remember our server's name.  What we won't forget is how special she made us feel; her service was over the top!,0
1362,1362,"Lunch options were excellent. At our table we had vegetarian, pescatarian and  other food options that were met.
Service was excellent!
Thank you for a wonderful birthday luncheon.",0
